communityname,racepctblack,pctUrban,pctWPubAsst,PctPopUnderPov,PctHousOccup,PctSameHouse85,arsons,arsonsPerPop
NewLondontown,16.84,100.0,10.26,15.15,89.49,41.52,1.9459101490553132,26.33
TempleCitycity,0.62,100.0,5.24,5.56,95.73,57.27,2.4849066497880004,32.44
Brandoncity,12.24,100.0,3.05,7.32,96.63,53.17,0.6931471805599453,7.66
Hamtramckcity,14.03,100.0,18.57,28.5,90.89,59.37,2.4849066497880004,66.37
Branchburgtownship,1.35,46.82,1.66,1.68,94.93,55.02,2.302585092994046,76.9
Durhamtown,0.63,78.16,3.51,19.5,95.37,25.81,1.3862943611198906,25.12
EastLongmeadowtown,0.55,82.06,3.39,2.98,97.37,68.43,1.3862943611198906,21.85
Middlesexborough,1.68,100.0,3.45,2.89,96.18,69.16,0.6931471805599453,7.44
Brentwoodborough,0.13,100.0,3.42,5.74,96.69,66.53,0.6931471805599453,9.48
MissouriCitycity,29.45,100.0,1.73,3.4,93.5,45.31,1.0986122886681098,4.33
Newarkcity,4.32,100.0,6.94,5.03,97.81,51.63,3.091042453358316,52.81
SouthCharlestoncity,4.05,100.0,5.57,11.48,92.26,59.3,1.0986122886681098,14.87
Sunnyvalecity,3.43,100.0,4.71,4.69,95.09,44.71,3.912023005428146,40.77
Ocalacity,23.79,100.0,9.18,19.88,89.3,46.16,3.258096538021482,46.26
Mahwahtownship,3.58,92.68,2.25,3.52,93.81,43.55,1.9459101490553132,32.1
Scottsdalecity,0.76,96.59,2.55,5.89,83.42,41.15,3.1780538303479458,14.58
Pequannocktownship,0.26,100.0,2.55,1.37,97.63,74.42,1.0986122886681098,15.03
Midlandcity,9.14,100.0,4.67,14.42,86.26,44.82,3.295836866004329,26.54
Voorheestownship,6.47,100.0,2.21,3.6,91.94,41.85,2.4849066497880004,42.98
Snellvillecity,0.59,100.0,2.73,2.83,94.15,54.29,0.0,0.0
DelRiocity,1.38,0.0,16.98,38.3,88.53,58.92,1.9459101490553132,16.65
SouthOgdencity,0.83,100.0,4.37,7.41,95.42,55.42,0.0,0.0
CedarCitycity,0.29,0.0,3.76,17.5,93.25,48.95,0.0,0.0
Augustacity,0.32,0.0,9.07,12.78,92.52,56.77,2.5649493574615367,60.65
PacificGrovecity,1.38,100.0,4.19,6.31,92.75,49.82,1.9459101490553132,36.14
SanMarcoscity,5.34,0.0,6.04,37.13,90.17,28.03,2.302585092994046,28.48
Mansfieldcity,2.69,0.0,2.8,7.31,92.99,38.61,0.6931471805599453,5.11
Newtowntown,0.99,0.17,1.39,2.5,94.5,59.71,1.3862943611198906,14.22
Waxahachiecity,16.97,0.0,6.9,18.55,90.53,48.84,1.9459101490553132,30.05
LakeStationcity,0.22,100.0,6.12,11.73,95.26,59.77,1.3862943611198906,20.97
RohnertParkcity,2.65,100.0,6.27,8.54,96.36,33.52,2.8903717578961645,43.88
Bartlettvillage,1.56,100.0,1.32,2.58,95.58,45.2,1.3862943611198906,12.51
Auburncity,1.37,100.0,8.49,10.79,95.56,36.99,3.091042453358316,56.63
Lewisvillecity,4.64,97.8,1.81,6.03,89.65,32.41,3.044522437723423,38.38
Springfieldcity,0.66,100.0,9.46,16.47,96.28,37.26,3.367295829986474,57.56
Georgetowncity,5.17,0.0,6.2,17.94,89.8,40.9,1.791759469228055,27.89
GardenCitycity,0.24,100.0,4.65,4.27,98.58,71.01,2.302585092994046,28.84
Betheltown,1.27,85.14,1.07,2.65,96.5,59.53,1.6094379124341005,22.46
Decaturcity,16.48,100.0,6.36,12.7,92.7,47.3,2.302585092994046,17.02
NewBerncity,43.56,0.0,14.86,23.2,90.53,49.06,2.5649493574615367,65.19
Huntsvillecity,24.42,99.35,4.66,11.63,92.97,49.73,4.127134385045092,37.74
Waterloocity,12.14,100.0,10.51,16.9,93.16,56.66,1.791759469228055,21.08
Murraycity,5.9,0.0,6.03,19.63,93.38,38.18,0.6931471805599453,6.94
Melbournecity,9.5,100.0,4.5,12.84,89.29,41.11,3.5553480614894135,49.23
Maumeecity,0.54,100.0,3.58,3.73,95.66,61.39,0.6931471805599453,6.29
Watsonvillecity,0.73,100.0,12.2,15.3,95.24,43.75,2.6390573296152584,40.31
FondduLaccity,0.3,0.0,7.07,9.57,96.45,55.55,2.995732273553991,47.91
WestBloomfieldtownship,1.97,100.0,1.95,1.81,94.35,53.25,2.5649493574615367,21.42
Tenaflyborough,0.86,100.0,3.1,3.29,96.45,67.6,1.0986122886681098,14.97
Bloomfieldtown,41.49,81.15,3.0,4.13,96.59,59.13,1.0986122886681098,10.25
Bogalusacity,34.84,0.0,17.64,36.8,87.86,63.03,1.9459101490553132,39.98
LiveOakcity,6.52,100.0,1.87,5.79,95.26,50.28,0.0,0.0
ColoradoSpringsdivision,7.16,99.67,5.45,11.05,89.08,39.09,4.700480365792417,35.8
Keansburgborough,0.79,100.0,7.13,9.38,90.57,55.83,1.0986122886681098,16.94
CollegeStationcity,6.28,100.0,1.8,37.98,90.09,16.95,0.6931471805599453,1.71
Westwoodtown,0.31,97.08,2.44,2.28,97.65,76.57,0.0,0.0
Plymouthtownship,1.21,100.0,1.98,1.44,95.7,55.97,0.6931471805599453,4.12
Havelockcity,17.95,0.0,2.61,10.55,92.86,15.1,1.3862943611198906,13.96
Borgercity,4.08,0.0,5.49,15.02,87.54,56.25,1.0986122886681098,13.16
Chaskacity,0.39,0.0,4.15,6.86,94.1,42.33,0.6931471805599453,7.34
Dunmoreborough,0.34,100.0,5.73,10.84,95.07,72.55,0.6931471805599453,6.73
Ecorsecity,39.3,100.0,22.12,26.86,91.42,59.01,3.258096538021482,178.53
Dubuquecity,0.58,100.0,6.47,10.9,95.8,56.88,3.80666248977032,74.13
Woburncity,0.97,100.0,4.62,5.1,95.6,63.18,2.4849066497880004,30.08
Cerescity,1.71,100.0,15.11,15.5,94.56,34.52,2.70805020110221,46.54
CorpusChristicity,4.8,100.0,8.87,20.0,89.28,49.89,5.3706380281276624,76.26
Winnetkavillage,0.37,100.0,1.06,1.5,95.67,61.86,0.0,0.0
Waterfordtown,2.07,92.25,2.78,3.36,94.55,65.22,1.791759469228055,28.01
Petalumacity,1.28,0.0,4.91,4.16,97.07,47.18,2.6390573296152584,28.15
Westerlytown,0.6,0.0,5.49,6.56,80.51,54.66,0.6931471805599453,4.64
OceanCitycity,4.93,100.0,3.63,6.59,37.47,43.36,1.3862943611198906,19.87
Emmausborough,0.29,100.0,3.49,4.23,95.98,62.88,0.6931471805599453,8.22
Anokacity,0.58,100.0,5.62,8.48,94.04,47.0,2.4849066497880004,65.31
Gainesvillecity,21.44,100.0,6.55,26.33,92.24,34.0,3.218875824868201,26.92
Plantationcity,6.17,100.0,2.53,3.54,90.1,40.63,2.5649493574615367,15.81
BaldwinParkcity,2.43,100.0,13.71,15.69,96.71,46.7,2.833213344056216,21.88
Elkhartcity,13.95,100.0,6.72,12.5,91.5,48.86,3.6635616461296463,84.0
Riversidecity,7.39,100.0,8.89,11.94,94.05,40.25,5.82600010738045,139.18
Naugatucktown,1.85,100.0,3.51,4.22,94.97,55.79,2.3978952727983707,32.29
Pembertontownship,22.82,0.0,6.85,7.05,95.5,54.97,3.044522437723423,62.34
LittleFallstownship,1.72,100.0,2.38,2.83,95.02,61.09,0.6931471805599453,8.43
Faribaultcity,0.34,0.0,7.19,8.42,96.59,56.77,2.3978952727983707,55.38
Loraincity,13.77,100.0,14.47,19.85,95.11,60.39,2.1972245773362196,11.23
Mansfieldcity,18.08,100.0,11.51,17.83,92.19,52.23,2.833213344056216,29.95
Hurontownship,0.34,23.29,3.34,4.48,96.75,64.24,1.3862943611198906,27.95
WestNewYorktown,4.0,100.0,11.64,16.4,91.29,56.82,3.4011973816621555,78.92
Fayettevillecity,38.28,100.0,10.45,18.75,93.46,46.81,4.0943445622221,69.02
ElmwoodParkborough,0.83,100.0,3.01,3.11,97.36,66.93,1.0986122886681098,11.17
Stroudtownship,1.72,0.0,2.74,3.86,81.3,57.83,1.3862943611198906,27.83
Warsawcity,1.07,0.0,4.5,8.77,93.53,51.7,1.0986122886681098,15.33
MountVernoncity,0.44,0.0,9.32,13.21,96.07,42.5,2.6390573296152584,61.85
SiouxFallscity,0.73,100.0,4.79,8.61,95.76,47.84,3.4011973816621555,26.27
Greenevilletown,6.19,0.0,11.15,16.56,92.13,55.46,0.6931471805599453,7.0
Chesapeakecity,27.41,96.41,5.21,8.97,93.22,48.07,4.564348191467836,52.08
HighPointcity,30.19,100.0,7.29,12.74,93.61,50.62,3.8918202981106265,65.32
Alamogordocity,6.04,0.0,6.41,13.52,87.54,43.08,2.0794415416798357,23.19
RockyHilltown,2.6,97.32,1.49,2.94,92.54,52.61,0.0,0.0
Millingtoncity,15.84,0.0,3.86,11.19,93.87,16.67,0.6931471805599453,5.76
Sacocity,0.29,0.0,5.55,6.07,87.58,54.49,1.0986122886681098,12.99
SevenHillscity,0.11,100.0,1.59,1.93,98.97,77.89,0.6931471805599453,8.27
Charlestoncity,14.25,100.0,10.33,18.77,90.02,56.53,4.442651256490317,149.46
Westontown,0.73,91.49,1.81,3.6,95.5,66.94,0.0,0.0
Nilestownship,2.7,58.34,5.93,7.62,95.99,60.51,1.791759469228055,37.94
Delawarecity,4.57,0.0,5.98,9.8,93.17,43.13,2.5649493574615367,54.66
Staffordtownship,0.25,0.0,5.2,7.72,61.64,57.22,1.3862943611198906,21.86
Erlangercity,1.01,100.0,3.84,5.38,96.91,54.35,0.0,0.0
Natchezcity,50.34,0.0,15.81,31.79,88.45,61.25,2.1972245773362196,41.06
NorthReadingtown,0.3,85.99,2.7,2.09,97.34,67.37,1.0986122886681098,16.08
Westminstercity,1.11,100.0,9.94,11.44,97.0,48.31,2.3978952727983707,12.48
Vernoncity,10.64,0.0,6.07,19.59,85.22,57.68,2.302585092994046,75.29
Edmondscity,0.92,100.0,3.16,4.66,97.55,52.93,1.6094379124341005,12.97
Steubenvillecity,15.45,100.0,19.01,24.28,89.83,59.05,1.791759469228055,21.08
Florencecity,47.04,100.0,11.81,21.83,93.93,55.09,1.9459101490553132,18.48
Chinocity,9.75,100.0,7.13,7.36,96.9,43.8,3.8918202981106265,73.73
Ogdensburgcity,8.27,0.0,10.4,13.97,94.73,54.56,1.791759469228055,21.08
Portsmouthcity,47.33,100.0,10.41,17.74,91.62,53.77,4.852030263919617,121.53
Ludlowtown,0.2,78.9,5.2,4.0,96.75,69.07,3.1780538303479458,118.99
Hallandalecity,14.17,100.0,4.44,15.96,69.1,56.43,1.3862943611198906,9.86
Goodlettsvillecity,3.44,100.0,2.82,4.85,92.29,46.0,0.6931471805599453,8.26
Montgomerycity,42.34,100.0,8.47,18.08,91.3,49.5,4.2626798770413155,35.52
Randolphtownship,2.98,79.35,2.09,2.64,95.69,55.46,0.0,0.0
LaMesacity,3.0,100.0,6.51,9.24,96.08,44.48,1.791759469228055,9.16
Montebellocity,0.97,100.0,13.72,14.0,97.0,54.89,4.1588830833596715,101.9
NewBerlincity,0.24,100.0,1.62,1.7,96.64,62.05,3.4011973816621555,80.06
Arkadelphiacity,25.66,0.0,9.95,28.09,92.33,41.27,0.0,0.0
Shrewsburytown,1.06,91.9,2.51,3.76,92.51,61.93,0.0,0.0
Dartmouthtown,0.72,70.76,6.49,5.74,92.0,62.78,0.0,0.0
NewCanaantown,1.29,62.82,2.36,2.54,94.84,59.86,0.0,0.0
BrighamCitycity,0.07,0.0,4.64,6.83,94.72,60.89,0.0,0.0
Clevelandcity,7.17,0.0,8.61,17.38,91.92,47.33,0.6931471805599453,2.92
Carpinteriacity,0.76,100.0,5.4,5.92,90.75,46.04,1.3862943611198906,21.86
Salinascity,3.01,100.0,11.66,15.58,96.48,41.54,4.1588830833596715,52.32
Oviedocity,12.24,100.0,1.75,7.83,90.1,20.73,0.6931471805599453,7.14
PalisadesParkborough,1.57,100.0,2.82,7.7,95.5,55.44,0.0,0.0
Plainsborotownship,10.71,0.0,1.06,1.54,88.02,22.34,1.0986122886681098,13.51
Saginawcity,40.35,100.0,25.53,31.72,93.54,58.48,4.882801922586371,178.53
Vallejocity,21.15,100.0,10.85,8.48,93.69,43.03,4.394449154672439,71.4
ElCampocity,11.97,0.0,7.17,22.09,91.99,54.85,0.6931471805599453,9.43
Lancastercity,7.41,99.38,10.18,9.9,90.84,32.03,4.672828834461906,88.49
CommerceCitycity,2.86,98.4,14.47,23.23,89.52,54.75,2.70805020110221,77.12
GrantsPasscity,0.22,0.0,8.63,18.05,95.52,37.92,2.1972245773362196,40.67
SanBenitocity,0.21,100.0,21.11,36.8,88.02,64.36,1.791759469228055,21.05
Cantontown,1.28,90.55,3.69,2.39,97.29,69.85,0.0,0.0
Polandtownship,0.08,81.17,4.53,4.05,98.19,70.62,0.6931471805599453,8.85
Evansvillecity,9.53,100.0,7.34,14.61,90.99,53.99,4.189654742026425,49.77
Tylercity,28.17,100.0,7.19,19.53,89.41,48.43,3.58351893845611,42.84
Burbankcity,1.75,100.0,6.77,8.32,95.29,48.0,4.74493212836325,113.81
Newarkcity,3.21,100.0,9.63,15.56,93.86,51.69,1.791759469228055,21.08
Gretnacity,34.09,100.0,12.79,29.88,82.83,55.97,0.0,0.0
MiamiBeachcity,5.18,100.0,10.28,25.22,79.0,38.19,3.295836866004329,28.41
Uplandcity,5.33,100.0,6.86,7.77,94.21,42.64,3.58351893845611,56.33
Girardcity,2.13,100.0,7.56,12.06,95.91,71.14,0.0,0.0
Shreveportcity,44.76,100.0,10.96,25.26,86.48,56.29,5.3981627015177525,110.55
Brownstowntownship,2.67,87.06,8.82,10.85,95.16,55.37,2.6390573296152584,67.26
Rollacity,2.09,0.0,6.94,22.38,90.66,33.05,2.302585092994046,60.38
Weehawkentownship,4.5,100.0,7.09,9.56,90.54,54.85,1.0986122886681098,15.55
Nashuacity,1.62,100.0,4.16,6.53,93.01,47.72,3.58351893845611,43.51
Greensborocity,33.95,100.0,5.02,11.58,93.15,44.82,4.574710978503383,48.09
Somersetcity,4.7,0.0,13.24,22.25,91.88,53.86,0.6931471805599453,8.21
Canandaiguacity,0.93,0.0,7.7,9.95,93.56,48.62,0.0,0.0
Blacksburgtown,4.27,0.0,3.69,37.43,94.25,18.33,0.0,0.0
Indianapoliscity,22.38,100.0,6.01,12.47,91.3,47.61,5.5093883366279774,65.78
Berwickborough,0.42,0.0,6.67,10.64,94.44,65.27,1.0986122886681098,18.43
Owatonnacity,0.23,0.0,4.73,6.06,97.41,53.88,1.3862943611198906,14.76
ChulaVistacity,4.6,100.0,10.11,9.8,95.94,43.07,4.174387269895637,42.67
Griffithtown,2.42,100.0,2.82,4.16,97.45,58.19,0.6931471805599453,5.35
Brookfieldtown,0.72,73.4,1.72,2.36,92.25,54.82,0.6931471805599453,6.98
Victorvillecity,9.59,99.87,11.75,14.82,91.13,28.85,3.332204510175204,53.6
Valparaisocity,0.58,0.0,4.69,8.63,96.61,43.68,2.6390573296152584,49.68
AsburyParkcity,59.39,100.0,14.95,23.33,89.33,47.41,1.0986122886681098,12.75
Bournetown,1.41,0.0,5.78,6.7,65.54,50.1,0.6931471805599453,5.87
Avontown,0.93,57.52,1.56,1.5,93.99,53.59,0.6931471805599453,7.17
MossPointcity,65.48,99.87,13.06,22.72,90.57,70.75,3.258096538021482,137.64
Naticktown,2.01,98.16,4.15,3.15,94.97,61.45,0.0,0.0
Levellandcity,6.19,0.0,7.96,19.4,87.91,51.45,1.3862943611198906,20.29
Russellvillecity,4.7,0.0,5.93,14.73,92.71,39.19,0.6931471805599453,4.25
Clevelandcity,46.56,100.0,21.95,28.67,89.07,59.0,6.48768401848461,132.51
Pueblocity,2.18,100.0,12.47,21.65,93.79,56.18,4.04305126783455,54.38
Oakdalecity,1.04,100.0,3.26,5.8,96.58,45.08,2.1972245773362196,33.81
SantaClaracity,2.57,100.0,5.81,6.23,96.49,44.67,3.044522437723423,21.04
EauClairecity,0.38,100.0,9.04,18.82,96.46,43.0,3.6635616461296463,64.46
SantaAnacity,2.62,100.0,8.45,18.15,95.52,40.29,6.20050917404269,168.33
LakeHavasuCitycity,0.24,0.0,3.66,8.14,77.22,37.35,2.8903717578961645,51.49
DePerecity,0.23,100.0,3.71,7.33,97.24,50.93,1.6094379124341005,21.02
Sharontown,3.18,72.48,2.32,3.91,98.0,65.0,0.0,0.0
Temeculacity,1.53,0.0,3.68,4.91,85.66,11.83,2.0794415416798357,17.57
Sapulpacity,4.99,0.0,5.89,11.89,91.23,54.92,1.6094379124341005,21.51
WestAlliscity,0.3,100.0,5.35,5.25,97.44,58.44,3.7612001156935624,68.01
Casselberrycity,2.75,100.0,4.08,6.25,93.32,45.52,1.3862943611198906,14.38
Bentoncity,4.35,0.0,6.99,12.95,93.83,55.82,1.0986122886681098,9.02
Sunrisecity,7.39,100.0,3.15,6.51,89.82,43.42,2.4849066497880004,14.44
Glendalecity,3.01,100.0,5.13,11.46,87.67,39.78,4.430816798843313,47.61
Hickorycity,17.06,100.0,4.84,11.27,92.91,46.63,3.4339872044851463,99.67
Pascagoulacity,21.46,100.0,10.18,19.75,88.43,57.89,2.302585092994046,30.67
Barstowcity,10.46,0.0,12.8,14.36,89.92,41.6,2.3978952727983707,50.12
HuberHeightscity,6.89,100.0,3.85,4.33,94.43,50.55,2.9444389791664403,44.06
Carrolltoncity,4.89,100.0,1.49,4.52,92.3,37.31,3.332204510175204,28.11
Tularecity,6.15,0.0,21.26,21.36,95.96,43.24,3.871201010907891,121.27
VirginiaBeachcity,13.91,99.1,3.04,5.86,92.2,35.82,5.303304908059076,45.88
WarnerRobinscity,24.95,100.0,6.72,11.77,92.45,47.14,0.6931471805599453,2.05
Longwoodcity,2.21,100.0,3.37,4.48,93.6,40.75,1.0986122886681098,12.49
Phoenixcity,5.19,99.75,5.79,14.18,87.65,43.31,5.736572297479192,28.46
Thomasvillecity,27.77,100.0,7.4,12.93,94.24,53.12,2.0794415416798357,38.93
Plymouthtown,0.37,72.92,3.18,3.07,95.02,67.46,0.6931471805599453,8.25
Readingtontownship,0.47,0.09,2.14,1.49,96.3,60.32,0.0,0.0
BedfordHeightscity,52.58,100.0,5.61,6.78,93.34,57.41,0.0,0.0
Hillsboroughtown,0.69,100.0,2.2,4.22,95.7,63.76,0.0,0.0
HuntingtonParkcity,1.06,100.0,13.83,24.28,95.78,45.82,2.833213344056216,28.58
Gallatincity,19.12,0.0,8.68,16.34,92.05,43.45,1.3862943611198906,14.1
NewMilfordborough,1.58,100.0,2.3,2.2,97.06,70.94,1.3862943611198906,18.62
Magnoliacity,34.08,0.0,11.31,25.19,91.32,52.37,1.6094379124341005,33.57
Concordcity,0.63,0.0,3.84,6.73,90.6,44.13,2.302585092994046,25.03
SafetyHarborcity,5.22,100.0,3.51,7.33,92.53,44.21,2.0794415416798357,43.29
Yakimacity,2.4,100.0,11.54,20.18,94.03,44.13,3.4657359027997265,49.21
Middletowncity,10.98,100.0,9.92,15.44,94.72,52.48,3.091042453358316,43.08
Springfieldtownship,3.45,100.0,3.07,2.58,96.51,69.7,0.0,0.0
Lafayettecity,2.14,100.0,4.16,8.86,93.85,49.7,2.1972245773362196,17.28
CherryHilltownship,3.23,100.0,2.46,2.52,95.13,65.67,1.791759469228055,6.92
Tauntoncity,2.01,100.0,10.1,8.33,92.94,58.43,1.791759469228055,9.63
Oremcity,0.13,100.0,5.2,8.96,97.88,49.16,1.9459101490553132,7.89
UniversityParkcity,1.1,100.0,0.98,6.78,94.09,44.04,1.791759469228055,21.9
Woodwardcity,0.2,0.0,5.4,15.21,84.99,51.26,0.0,0.0
ColumbiaHeightscity,1.2,100.0,5.95,8.54,97.38,56.88,2.8903717578961645,92.66
LaQuintacity,1.84,93.37,6.2,6.46,61.17,30.42,1.3862943611198906,17.31
Walpoletown,1.6,98.63,3.73,2.54,96.51,67.02,0.0,0.0
Thomastownship,0.4,58.58,6.74,4.86,97.33,62.33,0.6931471805599453,8.87
Decaturcity,38.74,100.0,7.1,17.87,92.55,48.01,2.1972245773362196,43.44
Holbrooktown,3.03,100.0,7.64,6.1,97.52,71.44,0.0,0.0
Fairbankscity,12.96,0.0,7.62,10.39,86.82,28.17,1.0986122886681098,5.85
Berlincity,0.13,0.0,8.32,10.97,91.27,67.03,1.0986122886681098,17.2
Manchestertown,3.88,95.6,4.28,3.87,95.58,53.35,3.49650756146648,62.42
FortMyerscity,32.16,99.18,8.97,20.67,84.83,39.51,3.044522437723423,39.02
Whitehalltownship,1.37,95.01,3.21,5.2,95.63,59.45,1.9459101490553132,25.9
Marbleheadtown,0.41,100.0,2.71,3.34,94.15,66.82,0.0,0.0
Enidcity,4.41,0.0,6.43,14.31,84.02,47.69,3.4011973816621555,62.86
SantaClaritacity,1.53,100.0,3.73,3.71,93.54,38.51,3.5553480614894135,27.35
Lawtoncity,19.33,99.79,6.87,15.94,85.4,41.16,3.5263605246161616,38.1
EastNorritontownship,4.18,100.0,2.22,1.79,95.67,61.12,0.0,0.0
Milfordtown,0.86,0.0,3.02,5.07,93.11,44.66,1.791759469228055,41.96
Dovercity,1.06,100.0,4.33,9.35,91.49,46.14,1.0986122886681098,7.98
Oswegocity,0.73,0.0,7.53,19.05,94.29,51.24,1.791759469228055,21.08
Stillwatercity,0.27,0.0,4.65,5.68,97.59,54.63,0.0,0.0
Yorktownship,0.7,78.01,2.64,3.3,95.96,60.41,1.6094379124341005,16.28
Yorktowntown,2.86,91.58,2.55,3.46,93.91,67.65,0.6931471805599453,2.95
Urbandalecity,0.97,100.0,2.36,2.71,96.96,43.35,1.791759469228055,21.08
Neptunetownship,33.8,100.0,6.19,7.79,88.2,61.96,3.044522437723423,67.91
JohnsonCitycity,5.9,100.0,8.57,17.27,92.63,48.76,3.332204510175204,51.55
VanBurentownship,7.63,83.54,5.07,7.15,93.55,46.88,1.6094379124341005,18.53
NetherProvidencetownship,5.84,100.0,3.25,2.96,95.28,60.2,0.6931471805599453,7.43
Oleancity,2.69,0.0,8.89,16.78,93.67,59.09,1.0986122886681098,11.76
Richardsoncity,4.68,100.0,1.79,4.42,94.73,53.78,2.4849066497880004,13.67
Ukiahcity,1.0,0.0,17.56,13.3,97.2,37.79,2.0794415416798357,47.83
ShakerHeightscity,30.66,100.0,3.27,3.45,94.57,57.92,1.9459101490553132,19.56
Rosevillecity,1.0,100.0,5.84,6.19,97.56,63.26,1.9459101490553132,11.57
Altuscity,12.19,0.0,9.94,18.29,86.73,39.19,0.6931471805599453,4.46
Nogalescity,0.39,0.0,13.13,31.2,95.34,56.02,1.791759469228055,23.76
Dedhamtown,0.82,100.0,5.19,4.69,97.03,69.83,1.0986122886681098,8.16
Seattlecity,10.06,100.0,6.35,12.38,95.05,43.85,5.771441123130016,60.23
Bristoltown,2.08,100.0,3.69,4.35,95.87,58.12,2.4849066497880004,18.14
Wilmettevillage,0.49,100.0,1.54,2.14,96.75,62.37,1.3862943611198906,10.98
SiouxCitycity,2.3,100.0,8.51,13.8,94.75,53.86,1.791759469228055,21.08
EastBridgewatertown,0.84,63.57,5.25,3.89,97.11,62.38,0.6931471805599453,8.47
Londonderrytown,0.4,0.0,1.45,2.15,94.76,52.16,2.302585092994046,45.03
Pasadenacity,0.97,100.0,5.22,14.15,88.44,45.07,4.356708826689592,58.45
EastLansingcity,6.93,100.0,2.18,33.77,93.73,19.27,2.3978952727983707,19.76
Hopatcongborough,1.41,100.0,3.02,3.24,86.37,59.81,1.0986122886681098,12.4
Viennacity,0.49,100.0,3.63,5.32,93.55,66.16,1.0986122886681098,18.07
FlowerMoundtown,2.07,100.0,1.0,1.08,93.53,37.01,1.6094379124341005,14.07
Derbytown,2.47,100.0,6.43,6.25,94.4,59.02,0.0,0.0
Gladstonecity,1.04,100.0,1.89,3.48,95.12,53.73,0.0,0.0
SilverCitytown,0.93,0.0,12.29,24.03,90.95,48.51,1.9459101490553132,51.18
Overlandcity,6.38,100.0,5.79,8.27,95.37,63.3,1.0986122886681098,10.83
Lafayettecity,0.57,100.0,2.51,4.16,96.83,59.73,1.0986122886681098,8.29
Vicksburgcity,58.98,0.0,15.77,33.23,89.38,59.51,0.0,0.0
Starkvillecity,26.61,0.0,8.9,33.53,94.29,38.8,1.6094379124341005,20.27
CrystalLakecity,0.2,100.0,1.78,2.15,96.41,46.72,1.6094379124341005,14.84
Wilmingtontown,0.44,100.0,3.72,2.41,97.97,73.79,1.9459101490553132,32.79
Greenwoodcity,0.08,100.0,2.43,6.07,92.94,45.26,0.0,0.0
SanDimascity,3.77,100.0,5.8,5.44,95.37,48.03,2.302585092994046,25.12
Maryvillecity,1.54,0.0,6.58,26.9,93.54,35.04,0.0,0.0
Burtoncity,2.57,100.0,11.9,14.28,96.37,62.39,2.1972245773362196,29.01
Statesborocity,31.59,0.0,8.27,33.06,91.21,35.54,0.0,0.0
Grenadacity,49.25,0.0,16.07,25.07,92.58,56.73,0.6931471805599453,8.64
Longmontcity,0.38,100.0,4.42,7.82,95.56,43.09,0.6931471805599453,1.73
Rockawaytownship,1.66,79.52,1.74,2.12,92.39,60.84,1.3862943611198906,14.8
Kennettcity,10.64,0.0,20.89,31.61,94.21,55.4,0.0,0.0
Jacksoncity,40.25,100.0,11.81,20.97,92.61,48.33,3.58351893845611,63.72
PalmDesertcity,0.96,100.0,2.91,7.11,58.06,36.06,2.0794415416798357,26.23
Phoenixvilleborough,6.5,100.0,6.0,5.36,94.67,55.74,0.0,0.0
Princetontownship,6.88,0.0,2.6,5.84,93.32,51.38,0.6931471805599453,7.37
Herculescity,12.78,100.0,4.63,2.1,93.91,37.51,1.3862943611198906,15.22
Wyckofftownship,0.51,100.0,1.45,1.82,96.4,67.54,1.0986122886681098,12.57
LittleEggHarbortownship,0.68,0.0,3.39,4.36,68.97,50.23,1.0986122886681098,14.57
Teanecktownship,26.16,100.0,2.97,3.51,97.5,67.4,2.995732273553991,48.11
Edinburgcity,0.47,100.0,18.87,33.78,92.05,52.42,2.833213344056216,43.05
Hillsborocity,0.49,100.0,5.69,8.28,96.27,42.04,2.772588722239781,35.71
PortHuenemecity,5.55,100.0,8.51,8.82,89.99,37.75,1.791759469228055,21.66
Tuscaloosacity,35.49,100.0,8.16,26.72,94.46,45.46,1.791759469228055,21.08
Madisoncity,7.81,99.2,1.95,4.16,90.19,22.75,0.0,0.0
Hammontontown,1.14,0.0,4.31,6.16,95.7,69.3,1.791759469228055,40.4
WestMilfordtownship,1.03,0.0,2.44,4.67,89.08,63.28,1.791759469228055,18.72
FallRivercity,1.03,99.75,15.73,14.28,92.39,60.28,0.0,0.0
EggHarbortownship,9.34,60.02,2.73,4.58,90.52,58.9,1.9459101490553132,23.88
Brightoncity,1.08,0.0,7.36,13.11,89.81,53.21,2.0794415416798357,42.64
Lawndalecity,8.32,100.0,9.74,13.07,94.36,38.53,3.044522437723423,68.83
Puyallupcity,0.75,100.0,7.11,7.01,95.38,42.64,3.332204510175204,98.76
Weatherfordcity,2.73,0.0,7.99,15.45,86.41,45.68,1.0986122886681098,10.96
Duncancity,4.26,0.0,7.48,18.48,86.36,54.67,1.9459101490553132,26.9
WestHaventown,12.43,100.0,4.89,6.06,93.85,59.11,2.3978952727983707,18.92
Willistoncity,0.11,0.0,7.36,14.46,84.38,48.97,0.0,0.0
Manvilleborough,0.18,100.0,5.43,4.33,97.03,69.84,0.0,0.0
Mercedcity,6.87,100.0,19.98,25.06,96.4,39.19,3.5553480614894135,56.06
Pinevillecity,21.18,100.0,8.85,20.79,89.72,49.12,1.0986122886681098,16.55
Yucaipacity,0.52,100.0,9.01,7.56,93.3,46.73,2.1972245773362196,21.77
Beevillecity,3.37,0.0,13.05,30.32,85.39,54.05,0.6931471805599453,7.85
WestSacramentocity,2.39,99.19,19.05,18.5,94.85,48.74,3.044522437723423,66.11
