Êcommunityname,PctPopUnderPov,medIncome,PctUnemployed,PctLess9thGrade,PctNotHSGrad,PctSameHouse85,PctForeignBorn,PctImmigRec5,PctFam2Par,PctKids2Par,racepctblack,racePctWhite,racePctAsian,racePctHisp,PctHousOwnOcc,PctHousNoPhone,PctVacantBoarded,PopDens,MedYrHousBuilt,murdPerPop,robbbPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,PctSameCity85,PctSameState85,PctBSorMore,PctEmploy,PctWorkMom
Martinsburgcity,16.07,22193.0,8.38,14.44,32.13,52.17,1.69,15.97,67.54,63.24,8.56,90.13,0.58,1.16,52.32,10.55,3.65,3009.6,1952.0,20.04,133.6,233.8,6192.38,434.2,100.2,79.02,85.64,16.72,53.53,71.63
Bartowcity,16.42,25751.0,6.16,13.34,33.43,56.46,2.98,20.55,61.62,51.77,29.48,68.08,0.6,3.41,67.38,11.64,2.93,1653.5,1962.0,6.57,335.02,1090.46,6936.87,1156.15,13.14,86.11,93.04,12.03,53.65,73.03
Kingstonborough,9.08,25482.0,4.06,8.2,20.25,67.2,2.54,12.5,78.77,78.0,0.23,98.62,1.03,0.48,56.05,1.73,0.95,6527.6,1939.0,,28.93,79.55,2654.04,122.94,72.32,90.25,94.49,23.29,54.41,64.1
Tiftoncity,26.19,20429.0,7.35,13.76,34.07,45.05,2.25,67.39,59.2,52.31,24.78,73.19,0.91,2.56,49.49,15.46,1.56,1793.9,1966.0,6.68,327.1,754.34,5747.66,213.62,0,75.8,90.57,18.55,58.12,68.39
Gilroycity,12.9,40955.0,7.82,15.88,31.55,45.86,15.51,25.29,73.32,68.79,1.2,68.17,4.01,47.27,56.81,5.01,1.57,2962.6,1975.0,5.92,118.38,639.26,3619.52,393.62,230.84,82.06,91.85,16.18,66.25,68.1
Bristolborough,10.36,26265.0,8.35,15.08,37.82,65.53,2.5,16.92,71.3,65.31,7.75,88.71,0.38,8.78,59.69,2.71,4.86,5793.4,1939.0,,249.28,563.2,3019.11,609.36,83.09,93.66,95.24,8.51,58.62,67.58
Margatecity,7.72,28465.0,5.29,7.15,25.43,51.34,13.56,17.8,77.51,74.62,3.74,93.09,1.47,7.68,78.25,1.46,0.52,4692.7,1976.0,4.15,118.32,238.72,3178.06,431.77,14.53,77.11,81.07,12.26,52.49,74.31
Muskegoncity,26.51,18748.0,11.24,11.12,31.31,50.47,1.51,14.5,50.66,46.57,27.1,69.88,0.35,3.52,54.64,10.57,6.0,2704.3,1947.0,7.34,347.49,1103.63,7145.48,721.89,61.18,83.55,93.35,8.22,45.78,61.28
Caldwellcity,16.03,20831.0,6.41,15.22,32.97,44.99,5.57,35.35,72.16,71.0,0.32,85.47,1.22,20.57,61.78,8.41,1.87,1996.5,1965.0,4.06,20.32,256.06,4417.98,369.86,56.9,77.27,84.05,12.63,61.46,76.7
FortLeeborough,5.99,46395.0,4.77,8.23,15.14,53.89,35.1,40.53,83.64,83.02,1.31,77.21,20.33,5.56,58.44,0.47,2.73,12212.6,1965.0,6.2,161.33,245.09,1594.64,384.7,0,70.42,73.88,42.2,60.52,46.85
Summittownship,6.61,35151.0,5.11,4.24,15.89,60.56,2.2,10.13,78.14,77.35,3.38,94.56,1.22,1.16,80.41,1.72,1.15,695.4,1958.0,,27.64,124.37,1004.15,78.3,4.61,88.63,94.3,23.59,61.68,70.42
NorthRichlandHillscity,5.05,38354.0,4.38,3.28,13.58,43.89,3.35,22.72,80.6,78.62,1.81,93.64,1.64,5.84,62.76,2.91,1.15,2430.4,1978.0,,77.86,138.02,2953.2,405.2,8.85,78.02,88.11,22.02,74.29,74.96
Wataugacity,2.07,41096.0,3.25,2.92,15.09,46.58,4.07,19.14,88.0,85.62,1.64,92.31,3.18,7.15,83.23,0.77,1.23,4728.0,1981.0,,71.99,67.75,1609.15,93.16,0,77.06,89.45,15.25,79.22,72.68
Gloucestercity,7.53,32690.0,6.75,8.52,24.44,65.13,6.09,4.75,76.09,74.67,0.23,99.28,0.27,0.95,57.75,1.89,3.1,1067.4,1939.0,,13.67,1168.99,1627.02,283.7,0,90.84,94.78,20.44,62.6,70.17
FortWaynecity,11.53,26344.0,6.15,7.5,22.88,50.81,2.21,20.95,65.08,62.45,16.75,80.45,1.01,2.7,59.63,7.7,5.49,2666.3,1957.0,15.14,298.4,171.37,5414.49,965.48,77.3,83.37,89.3,15.74,64.55,76.39
PriorLakecity,3.74,45489.0,3.36,2.92,10.14,48.44,1.14,6.11,85.13,84.67,0.41,97.09,0.57,0.74,82.03,0.87,1.09,847.8,1978.0,,22.38,22.38,2543.83,111.9,22.38,70.49,94.07,25.7,77.4,76.71
Claremontcity,5.28,53479.0,4.22,1.94,7.2,48.71,12.19,20.27,81.18,76.48,5.0,82.24,8.51,10.26,69.81,0.93,2.23,2850.1,1964.0,8.75,160.37,174.95,3166.55,699.79,37.91,73.31,84.79,51.18,62.63,72.08
Brooklyncity,5.48,26818.0,4.01,7.92,29.39,70.12,8.62,5.25,77.46,77.31,0.91,97.25,1.04,1.96,64.85,0.66,0.0,2638.6,1957.0,,97.21,0,2730.65,786.5,8.84,95.24,97.04,7.91,54.82,65.98
Murraycity,8.05,28950.0,3.27,1.96,15.77,49.65,3.19,14.04,75.5,76.9,0.66,95.8,1.48,4.24,60.97,3.32,0.63,3167.5,1972.0,8.79,85,137.77,7389.49,354.67,23.45,86.55,90.82,20.38,68.89,69.74
Jacksonvillecity,11.59,25009.0,6.17,5.7,17.14,35.25,3.23,29.5,78.48,75.82,16.99,79.42,2.3,2.3,47.11,7.83,0.97,1429.9,1971.0,10.01,160.23,597.52,4412.99,357.18,40.06,62.97,69.32,12.18,68.58,71.6
Torringtontown,5.24,35230.0,5.1,12.83,27.5,57.8,6.77,7.62,78.13,77.27,1.68,96.72,1.23,1.06,62.7,1.92,0.47,817.2,1954.0,,29.6,186.45,1852.67,242.68,2.96,87.32,92.62,15.67,64.44,75.55
OceanSpringscity,10.12,31161.0,6.83,4.98,16.66,51.19,3.5,2.92,77.8,74.5,6.19,90.92,2.41,1.48,66.55,3.61,1.81,1516.1,1972.0,,78.39,192.97,3105.59,211.06,6.03,73.27,81.49,25.78,61.41,71.29
BrokenArrowcity,6.53,37601.0,3.76,3.4,10.38,43.75,2.03,17.4,85.13,84.48,3.12,91.69,0.96,2.12,74.34,2.25,1.55,1388.3,1978.0,,22.7,133.17,2159.44,163.43,9.08,71.49,82.53,24.75,72.26,67.88
MountMorristownship,23.38,26634.0,14.01,9.44,28.86,62.54,1.59,2.0,55.93,51.06,34.48,62.68,0.28,3.25,77.22,5.83,14.58,774.3,1960.0,3.86,270.35,532.98,2738.3,784.03,61.8,92.24,96.03,6.22,51.0,59.12
Cantoncity,21.86,19807.0,11.23,10.62,32.97,57.76,2.24,8.83,60.64,56.99,18.21,80.67,0.32,1.06,57.33,7.08,4.03,4017.0,1943.0,13.01,635.06,478.96,4623.99,750.95,89.88,90.77,95.19,9.67,50.3,59.38
Amherstcity,4.52,37695.0,4.96,6.13,20.82,67.27,3.46,1.68,85.95,82.36,0.21,98.37,0.7,2.33,83.4,1.64,1.15,1417.6,1960.0,,71.76,0,2897.12,107.63,8.97,90.94,95.5,16.28,58.29,72.09
SierraMadrecity,5.24,46502.0,2.43,2.85,8.03,56.52,8.88,19.56,75.04,75.34,0.85,91.74,5.1,9.76,60.9,1.04,1.67,3458.2,1953.0,8.66,17.32,112.56,779.29,199.15,8.66,89.29,93.27,39.91,67.43,63.85
Kennercity,14.25,30389.0,6.98,8.85,22.51,54.19,7.7,14.03,73.47,68.8,18.08,77.42,1.69,10.05,58.83,4.28,10.62,4596.3,1975.0,10.91,339.48,796.22,4759.57,1087.98,2.73,81.47,91.52,21.33,66.5,67.15
Bouldercity,18.96,29407.0,5.05,2.13,5.08,30.96,8.1,41.72,71.57,71.57,1.26,92.53,3.85,4.83,46.15,1.64,0.63,3565.8,1969.0,1.14,45.59,139.04,5012.37,329.37,20.51,54.51,69.28,58.87,66.32,71.93
MiamiSpringscity,9.75,31461.0,6.54,8.87,22.84,48.26,33.53,25.65,73.85,70.93,1.88,92.57,1.97,41.82,63.55,4.38,0.81,4364.5,1956.0,,614.46,328.67,4201.2,1771.93,0,79.77,82.01,19.37,62.6,70.85
UpperAllentownship,1.75,43598.0,3.42,4.42,10.82,47.25,3.33,23.65,87.44,86.48,0.66,97.65,1.47,0.49,76.2,0.0,0.0,973.0,1975.0,,0,66.3,1215.56,22.1,0,65.61,81.32,32.74,66.11,74.25
Sangercity,21.04,24470.0,15.72,34.08,50.77,54.42,23.55,26.91,70.65,64.16,0.11,47.7,2.48,72.86,56.19,6.68,5.21,3528.7,1967.0,,44.37,698.8,2512.34,582.33,49.91,90.11,94.02,6.69,55.32,68.18
Enterprisecity,15.04,26276.0,5.45,10.19,23.09,47.05,3.13,28.12,75.01,69.74,21.19,76.52,1.39,2.0,63.0,9.72,0.72,625.9,1973.0,18.65,88.61,867.42,2602.25,144.57,?,65.64,75.57,23.16,61.82,65.08
Portagecity,7.89,33118.0,6.17,8.02,25.54,57.27,2.43,15.6,77.89,75.81,0.4,97.14,0.52,6.38,70.69,2.87,1.74,1346.9,1971.0,3.19,41.51,188.37,2311.55,418.25,22.35,77.55,92.13,9.32,60.03,63.57
PleasantHillcity,3.63,46885.0,3.2,2.42,7.6,45.39,10.96,20.17,78.37,76.69,1.4,89.31,6.98,6.65,62.17,0.53,1.39,4489.1,1968.0,,182.42,342.83,3981.88,462.35,28.31,70.64,87.27,35.36,70.91,72.29
Hinesvillecity,17.45,24584.0,7.66,3.23,12.18,23.03,5.46,32.12,74.12,71.17,35.62,57.31,3.28,6.86,43.88,3.76,2.06,1689.3,1981.0,3.63,130.59,145.1,4810.1,203.14,0,38.34,44.07,19.21,70.03,63.88
Juneaucity,5.59,47924.0,4.75,3.3,10.14,41.77,4.85,19.8,74.38,72.27,1.09,80.63,4.31,2.8,58.21,4.85,1.77,10.0,1975.0,,10.38,62.3,2966.01,204.19,24.23,72.14,82.02,30.71,75.0,79.22
Pottsvillecity,15.36,21135.0,7.2,11.34,30.52,65.32,1.51,0.0,70.16,68.64,1.66,97.51,0.57,0.52,63.34,3.58,1.59,3811.2,1939.0,,18.04,84.19,1491.28,72.16,0,93.79,96.99,12.13,52.51,67.46
ElCentrocity,23.25,25147.0,13.9,23.25,40.47,47.88,29.22,20.83,71.46,66.91,4.49,59.96,2.5,65.26,52.54,5.57,2.56,4849.2,1971.0,2.65,217.03,423.48,4486.26,738.45,63.52,78.47,88.36,13.52,52.69,54.55
Boonecity,10.72,24296.0,3.73,8.37,17.27,54.82,1.15,12.68,77.09,76.67,0.15,99.3,0.4,0.39,67.95,4.56,2.03,1351.7,1939.0,7.85,0,102.07,3030.78,157.04,?,81.51,93.19,14.91,59.68,76.8
Garlandcity,7.83,37274.0,4.9,6.37,17.45,45.93,8.84,26.01,77.86,74.78,8.87,79.67,4.47,11.63,64.24,4.42,1.27,3040.6,1975.0,6.06,148.07,?,3824.13,522.05,73.28,79.08,89.29,24.32,74.7,74.68
Janesvillecity,8.27,31583.0,5.85,6.14,18.84,53.81,1.87,12.94,75.3,74.07,0.55,98.08,0.82,1.15,65.56,2.7,4.05,2139.5,1962.0,,45.36,111.65,5038.38,249.48,34.89,85.29,92.06,15.53,66.0,74.43
WestGoshentownship,1.98,51265.0,2.23,3.82,10.41,59.28,3.62,28.13,87.49,87.62,4.39,93.38,1.78,1.57,71.23,0.32,3.13,1464.3,1967.0,,21.75,184.88,2392.6,282.76,5.44,75.84,88.66,38.96,72.76,73.85
Ashevillecity,15.87,22267.0,5.56,9.4,24.92,49.78,2.03,13.35,61.77,56.96,19.81,79.09,0.61,0.87,56.64,4.94,2.08,1701.7,1958.0,13.76,217.14,399.1,5062.92,539.78,12.23,77.41,85.12,22.99,56.48,74.28
Winchestercity,21.65,21543.0,6.17,19.51,37.65,50.76,0.25,35.0,71.14,66.47,9.67,89.87,0.16,0.4,57.57,13.56,1.53,2697.9,1962.0,,35.83,447.89,2466.41,191.1,5.97,82.62,93.85,11.36,57.19,68.72
Angletoncity,9.65,32098.0,5.2,7.32,19.53,50.21,2.44,18.9,78.42,74.6,10.44,77.79,1.03,17.68,64.25,7.96,7.73,1703.8,1973.0,5.25,99.8,362.43,3004.52,262.63,21.01,84.89,95.31,14.37,65.49,71.1
Carmelcity,1.58,54505.0,2.27,1.33,4.96,39.93,3.5,26.24,88.24,89.3,0.52,96.96,2.27,0.89,71.23,0.42,0.0,1945.1,1977.0,,9.47,104.14,1483.16,72.58,6.31,56.53,77.29,51.3,71.22,65.59
Pacificacity,4.52,47533.0,3.35,3.42,13.45,55.34,14.67,12.63,77.69,73.76,5.21,76.28,13.63,13.54,66.72,0.76,1.25,2877.3,1963.0,5.04,52.89,536.46,1589.22,244.3,32.74,76.23,92.43,22.81,73.39,75.09
Wyandottecity,9.73,28312.0,8.07,9.98,31.07,65.25,3.89,3.08,72.7,70.91,0.24,98.19,0.4,2.11,70.03,2.4,2.98,5625.1,1946.0,,57.26,90.95,2303.96,269.47,0,93.54,96.15,7.85,54.87,63.3
Wolcotttown,1.81,48507.0,5.82,6.19,21.15,70.54,5.49,1.73,87.01,83.27,1.57,97.58,0.42,1.04,89.02,0.0,0.0,647.3,1962.0,,43.26,93.73,1831.29,281.18,7.21,93.1,97.91,15.56,68.79,74.39
BeechGrovecity,5.2,29549.0,4.41,7.48,23.02,50.73,1.16,3.23,73.57,70.81,0.25,98.87,0.49,0.74,60.86,2.53,0.37,3118.1,1960.0,7.61,76.06,38.03,2852.36,304.25,15.21,86.44,94.24,10.44,61.62,68.71
Huntingtoncity,23.18,18276.0,10.76,11.89,27.58,53.71,1.22,27.99,66.78,63.3,6.75,92.52,0.46,0.54,57.07,10.5,4.02,3553.0,1945.0,3.71,153.8,292.78,4186.05,252.02,61.15,77.93,89.1,20.85,45.3,61.67
Bellevilletownship,5.19,38507.0,5.16,10.73,28.98,65.14,15.13,18.23,77.3,74.42,3.67,86.07,6.01,10.06,53.25,1.09,3.22,9872.2,1950.0,2.88,175.41,296.19,1791.52,1334.29,25.88,86.22,94.23,17.2,64.3,64.21
Georgetowncity,17.28,22677.0,4.36,15.69,32.07,44.19,0.7,31.25,68.49,65.49,9.36,89.71,0.6,0.36,54.68,12.09,5.9,2430.6,1968.0,,84.38,1012.5,5346.32,168.75,7.67,70.52,90.28,14.23,61.71,69.63
Youngstowncity,29.04,17060.0,15.6,10.61,34.39,64.66,3.0,9.03,51.91,46.4,38.12,59.3,0.3,3.99,64.62,7.32,10.44,2747.9,1943.0,50.99,836.42,1326.77,2860.74,1456.95,301.59,91.47,95.15,8.3,41.09,53.82
Cheyennecity,10.34,28117.0,6.2,5.36,15.41,47.51,2.39,8.46,74.03,71.57,3.12,89.61,1.17,11.82,63.86,3.54,1.3,2569.3,1961.0,,31.45,127.66,4114.63,140.61,22.2,75.02,80.54,22.14,64.51,73.52
SouthWindsortown,1.43,57606.0,2.31,3.54,11.63,55.26,6.82,6.04,88.89,87.41,2.3,94.57,2.54,1.67,89.4,0.37,0.0,762.4,1972.0,18.09,22.61,45.22,1248.02,122.09,4.52,85.34,91.71,31.93,77.76,77.82
Connersvillecity,14.23,21989.0,10.84,16.78,38.44,56.01,0.84,3.05,67.13,63.97,2.58,97.02,0.25,0.36,62.71,12.92,4.6,2014.2,1948.0,,5.97,274.73,3792.4,167.22,47.78,86.51,94.18,8.11,52.77,73.72
Spencercity,9.87,24573.0,1.83,6.32,14.7,52.09,0.45,18.0,78.72,80.01,0.05,99.11,0.61,0.28,61.63,5.0,2.2,1067.0,1957.0,,0,0,1813.8,80.41,?,77.35,91.25,16.09,66.26,80.31
Phillipsburgtown,10.88,27289.0,6.47,12.66,33.88,58.66,3.18,5.19,67.12,63.11,1.99,96.35,0.64,2.58,58.47,4.07,5.73,4716.0,1939.0,,25.11,213.47,1444.09,94.18,12.56,82.66,93.79,8.82,58.24,69.46
GarfieldHeightscity,5.89,28694.0,5.9,7.85,28.3,72.54,3.55,5.41,73.44,70.84,14.77,84.4,0.54,0.84,80.82,1.63,3.68,4237.5,1952.0,15.91,143.15,162.24,1552.41,582.15,28.63,95.04,97.73,8.5,56.82,70.71
Lindenwoldborough,7.82,31793.0,6.25,5.79,21.47,45.26,4.49,34.44,69.28,66.41,16.16,80.24,2.18,3.2,44.47,3.19,1.88,4583.1,1971.0,,253,312.21,2863.76,845.13,26.92,76.15,84.49,16.33,72.44,70.94
Roselleborough,5.31,40431.0,7.62,7.33,22.6,62.88,14.34,14.76,72.35,64.69,38.03,56.42,2.63,11.44,62.04,2.58,1.02,7422.5,1950.0,,227.29,188.61,1716.8,527.13,43.52,83.65,91.87,19.69,64.1,72.83
FrontRoyaltown,9.21,26777.0,6.16,19.45,41.92,52.55,1.36,3.11,71.9,67.06,8.43,90.66,0.28,1.05,60.33,8.09,3.52,1238.5,1964.0,,73.77,81.14,3356.45,184.42,29.51,78.6,91.72,8.06,60.67,72.71
Minneapoliscity,18.53,25324.0,6.67,6.54,17.42,43.87,6.14,37.02,57.57,54.43,13.02,78.44,4.27,2.14,49.69,3.82,6.3,6472.9,1939.0,16.21,888.43,762.35,5577.72,1306.09,?,76.04,85.24,30.3,64.45,66.95
Moorheadcity,19.89,24265.0,5.69,8.95,16.52,43.03,2.53,39.22,74.43,75.17,0.47,95.33,1.1,2.76,60.24,3.01,0.45,3093.5,1965.0,3.0,11.98,131.8,4151.81,176.74,17.97,60.97,79.66,27.91,62.5,77.79
WhitefishBayvillage,1.15,53539.0,1.96,1.31,4.46,61.04,5.11,28.81,87.05,88.34,0.5,97.77,1.44,1.18,84.01,0.22,0.0,6430.0,1943.0,,21.16,14.1,2016.93,126.94,0,80.36,87.27,61.25,68.3,67.56
Auburncity,39.91,12931.0,6.77,5.48,11.9,27.25,4.15,52.28,70.81,65.86,16.35,79.86,3.36,0.93,36.98,4.53,0.98,1004.9,1976.0,11.06,55.32,265.55,3991.59,113.41,?,41.99,70.6,50.05,49.44,74.8
Pleasantvillecity,12.03,30037.0,8.58,11.31,33.85,52.3,6.37,20.96,52.86,45.56,55.07,36.34,1.83,10.54,55.52,8.21,9.58,2663.9,1958.0,17.48,530.27,1112.99,3222.42,337.98,69.93,82.43,89.02,12.21,62.92,73.54
Columbiacity,14.26,25238.0,5.89,15.7,33.26,51.23,0.59,38.69,67.83,63.44,20.6,78.55,0.38,0.74,61.29,8.89,2.63,937.6,1966.0,14.1,172.06,620.54,3785.29,262.32,39.49,81.13,87.4,14.22,59.54,73.77
Grahamcity,11.83,24509.0,3.16,13.15,33.76,56.79,1.09,4.39,66.72,64.12,16.05,83.05,0.38,0.93,60.91,5.52,0.44,1422.8,1964.0,8.95,98.43,930.65,3579.42,295.3,0,85.42,92.54,12.99,63.89,77.96
Burlingtoncity,19.34,25523.0,6.31,8.34,17.64,35.91,4.16,30.77,63.96,62.38,1.0,96.8,1.49,1.23,40.24,4.5,3.5,3580.2,1945.0,2.57,23.13,87.39,5832.01,236.47,?,63.02,74.96,34.8,62.27,69.58
Lompoccity,15.07,31702.0,7.34,8.98,21.56,35.92,13.43,30.93,69.23,65.94,7.85,70.52,5.42,26.83,51.86,4.54,0.26,3233.3,1969.0,2.4,115.04,318.76,3297.86,206.12,43.14,74.0,84.82,14.22,58.67,64.36
Gardenacity,9.78,33063.0,5.88,10.13,26.64,53.58,29.22,26.82,66.85,62.14,23.5,32.16,33.23,23.08,46.62,2.46,0.99,9109.5,1959.0,13.02,1188.9,813.07,2234.54,1780.56,31.63,87.43,90.1,16.47,65.08,67.59
SanRamoncity,1.75,63607.0,2.77,1.15,4.62,38.79,10.06,18.06,84.96,84.35,2.01,87.1,8.99,5.85,69.16,0.12,0.15,2992.8,1981.0,,27.43,44.88,1959.9,174.55,14.96,57.39,82.56,42.86,78.7,70.0
Monroecity,37.76,16223.0,11.99,14.15,31.32,51.67,1.37,41.76,47.94,38.13,55.55,43.31,0.85,0.77,51.88,10.28,7.87,2025.3,1963.0,29.61,221.23,1654.88,7589.8,452.91,?,82.34,92.06,23.71,48.29,64.96
Cookevillecity,18.95,20646.0,6.58,17.77,30.36,36.93,2.87,40.06,73.55,71.23,2.87,95.01,1.76,0.75,50.29,5.97,0.83,1022.8,1971.0,4.16,29.14,187.34,2626.87,228.97,29.14,61.48,88.19,24.39,56.55,72.4
Orangecity,22.73,22664.0,8.22,10.18,28.99,58.69,1.48,21.6,63.26,57.97,33.28,64.82,1.01,2.36,60.86,7.47,19.11,873.0,1959.0,9.86,463.63,611.59,8261.41,537.61,44.39,86.0,93.58,17.68,50.13,58.77
Palmdalecity,8.87,41974.0,6.92,5.4,20.16,21.79,13.36,27.97,79.55,76.18,6.39,75.68,4.4,22.01,70.28,2.27,0.78,856.1,1986.0,7.7,240.52,893.76,1800.03,717.7,54.84,76.97,87.89,13.3,67.12,60.27
Bellcity,26.13,22515.0,12.37,44.54,66.39,39.72,57.03,27.16,69.02,62.55,1.05,42.04,1.37,86.08,30.43,6.04,1.8,12958.1,1957.0,22.31,462.83,365.25,789.05,786.26,8.36,82.84,85.61,3.72,54.41,47.08
Bridgetoncity,25.11,21897.0,9.96,16.88,41.46,57.32,3.31,11.48,46.49,39.47,36.93,54.72,0.81,9.66,52.1,11.23,22.06,2937.8,1950.0,41.81,705.48,1405.73,5157.82,271.74,78.39,90.17,94.34,9.16,52.78,65.99
LowerSalfordtownship,3.81,45262.0,1.97,6.75,17.77,59.03,2.03,9.59,86.43,86.01,1.7,96.67,1.15,1.02,68.58,0.35,0.0,717.3,1978.0,,0,201.52,943.48,54.96,9.16,84.26,92.12,26.2,74.11,68.22
Oceansidecity,10.07,33453.0,6.82,7.47,18.79,31.62,15.65,29.07,75.19,69.8,7.89,74.72,6.09,22.57,58.43,3.51,0.46,3047.5,1978.0,12.25,303.48,659.35,2399.91,1343.19,44.91,61.84,78.79,18.79,60.96,66.18
ForrestCitycity,41.55,13704.0,15.94,19.9,38.35,55.58,0.61,32.1,51.58,45.3,56.66,42.52,0.51,0.7,52.19,16.63,8.43,934.3,1968.0,,288.7,947.52,7624.55,525.58,37.01,88.39,94.89,12.49,45.35,67.19
Shawneecity,21.21,19002.0,9.12,11.58,30.55,49.52,1.08,20.28,70.1,65.93,3.41,82.62,0.77,1.96,64.32,11.38,2.7,601.0,1959.0,,49.91,331.55,3639.93,295.9,49.91,76.38,91.42,13.97,50.99,66.32
Tracycity,7.39,40256.0,7.28,9.11,22.94,39.4,9.95,16.38,78.76,75.51,2.55,86.25,4.62,24.27,60.04,3.69,1.04,3378.8,1977.0,,60.05,620.54,3187.21,433.71,24.47,58.93,90.99,12.13,66.15,64.98
UniversityCitycity,12.77,32150.0,6.44,5.31,16.42,57.9,6.26,30.17,62.38,57.48,48.23,49.09,2.2,1.11,58.75,1.67,5.48,6580.3,1948.0,12.16,318.48,267.43,3595.65,641.82,60.78,72.93,88.27,41.18,64.91,78.08
Boonetown,40.99,13109.0,7.7,9.47,21.37,21.52,1.55,19.5,73.94,72.66,4.66,94.22,0.77,0.67,34.07,1.75,0.42,2272.2,1975.0,,7.16,136,2440.77,64.42,0,33.09,84.93,43.42,47.67,75.09
Lawrencecity,27.51,22183.0,14.99,21.36,43.01,45.68,20.9,33.8,49.97,44.67,6.4,64.98,1.93,41.64,32.04,10.11,5.33,9727.2,1943.0,4.73,609.82,1457.59,?,?,108.73,78.0,82.34,9.74,51.33,59.44
Middletowncity,13.83,30194.0,6.63,12.18,29.73,52.35,10.0,25.46,64.73,60.36,11.11,82.17,1.42,13.32,50.22,4.33,1.61,4708.8,1945.0,,165.65,250.49,3975.6,169.69,32.32,80.71,90.9,16.05,62.12,72.66
Eulesscity,5.4,34950.0,4.14,3.9,13.79,35.88,7.75,26.06,75.66,73.53,4.61,86.47,5.12,7.86,45.34,6.24,0.42,2295.9,1978.0,7.37,76.14,154.73,2957.14,375.78,41.75,63.66,82.13,25.76,79.03,73.17
SanDiegocity,13.38,33686.0,5.72,8.15,17.74,37.92,20.9,27.84,70.7,66.26,9.39,67.12,11.79,20.67,48.3,2.34,1.94,3308.5,1970.0,11.49,401.72,715.43,3270.25,1668.64,21.16,71.41,79.65,29.77,65.09,62.71
Marshallcity,13.58,21496.0,5.42,17.13,33.6,50.79,0.34,25.58,68.69,64.59,7.88,91.09,0.32,1.01,65.66,7.75,1.33,1279.8,1965.0,,15.97,0,1565,15.97,0,79.49,91.74,15.18,56.92,78.24
Logantownship,7.47,25500.0,6.24,8.52,22.95,67.55,1.32,3.66,81.5,78.85,0.9,98.61,0.34,0.36,82.64,1.07,4.1,256.2,1961.0,,31.77,95.31,2025.26,55.6,7.94,88.37,94.64,9.99,54.45,65.25
Grandviewcity,6.69,32779.0,4.98,4.07,14.66,49.65,1.87,11.97,72.52,69.27,16.95,80.88,0.94,1.53,62.27,3.21,1.63,1634.8,1969.0,,214.89,183.64,1738.69,535.28,19.54,77.57,86.23,17.61,72.75,80.56
SanAntoniocity,22.64,23584.0,8.92,17.05,30.87,51.62,9.35,16.06,68.55,62.53,7.04,72.24,1.14,55.59,53.99,8.01,6.94,2712.7,1969.0,22.0,297.93,297.33,6129.01,1179.72,95.81,83.78,90.95,17.84,58.48,63.45
Chicagocity,21.62,26301.0,11.32,15.27,33.95,54.96,16.85,25.04,54.35,47.86,39.07,45.39,3.74,19.61,41.48,7.82,12.57,11945.9,1944.0,30.73,1279.69,1445.66,4411.72,1470.57,60.95,89.95,91.3,19.45,56.5,62.07
GrandHavencity,9.61,28989.0,5.59,6.54,19.81,50.4,2.37,16.61,76.19,75.89,0.49,97.62,0.73,1.21,68.38,2.72,1.79,1995.8,1953.0,,7.74,201.11,5143.87,100.56,15.47,79.02,91.35,19.93,58.54,69.83
Plainfieldtown,6.76,34588.0,7.86,12.45,31.09,58.75,3.17,7.03,76.24,73.5,0.46,98.31,0.55,1.48,67.77,2.32,2.6,328.0,1961.0,,27.54,82.61,660.88,158.34,13.77,81.44,92.72,7.3,64.6,67.01
SantaRosacity,8.3,35237.0,4.62,4.94,14.3,40.0,9.79,27.64,70.93,69.48,1.79,89.37,3.36,9.47,57.87,1.62,0.79,3245.3,1973.0,5.95,167.59,277.33,4262.87,432.16,49.34,74.39,90.03,26.88,62.12,70.3
Placentiacity,7.74,50945.0,4.31,9.61,18.32,50.98,19.14,30.1,78.1,73.65,1.85,76.18,8.19,24.66,65.21,0.88,0.27,6042.6,1972.0,6.94,101.81,215.19,1788.61,573.83,80.98,77.9,88.64,30.16,72.01,69.58
Brookfieldcity,1.15,57132.0,2.25,3.38,8.98,59.89,6.0,6.25,91.67,90.85,0.39,96.87,2.44,0.74,91.54,0.0,0.63,1265.5,1964.0,,29.64,142.81,3077.25,188.62,0,72.47,89.99,41.74,65.15,65.06
DeWitttownship,6.52,35828.0,4.53,4.49,15.44,55.57,1.26,0.0,78.8,77.65,0.85,95.76,0.55,3.43,81.04,1.71,1.99,303.2,1968.0,,55.9,83.85,1956.4,74.53,18.63,68.52,94.61,14.46,68.21,75.31
LaMarquecity,15.47,27914.0,9.79,9.78,27.01,59.54,2.86,24.26,67.31,61.95,31.19,64.23,0.59,10.18,72.99,8.64,6.63,956.1,1959.0,26.56,106.23,159.35,3021.05,431.58,6.64,89.33,95.23,12.18,56.06,71.2
EastChicagocity,25.56,19391.0,14.24,20.68,42.26,66.23,11.56,10.7,48.49,44.54,33.57,38.01,0.23,47.79,45.41,11.07,11.01,2731.5,1945.0,21.29,444.03,2031.57,3530.91,1496.3,12.17,92.98,93.49,6.61,46.86,53.43
